date,strategy,benchmark
2011-03-24,1124.8800961842246,1186.7350792137026
2011-03-25,1132.63391363061,1184.9585266503593
2011-03-28,1130.2145543054276,1182.39245373663
2011-03-29,1138.6742452720662,1190.090823077789
2011-03-30,1147.595467046954,1198.1839902441338
2011-03-31,1150.4145797420501,1196.6047989433905
2011-04-01,1150.3193750667842,1202.1318931960063
2011-04-04,1149.2200380116083,1202.7240522837922
2011-04-05,1162.5782986395468,1202.7240522837922
2011-04-06,1157.3005931199173,1206.2771574104786
2011-04-07,1151.9833673410312,1204.1058070219494
2011-04-08,1147.2802269307322,1199.5657449822913
2011-04-11,1137.9153158678287,1195.4204807678188
2011-04-12,1138.3902408027964,1186.7350792137026
2011-04-13,1143.065724090028,1187.1298770388883
2011-04-14,1154.3748771881203,1187.327313601474
2011-04-15,1168.712551394582,1191.4725778159466
2011-04-18,1158.5977372111406,1178.4445507847577
2011-04-19,1154.1075151454356,1185.748122300731
2011-04-20,1170.1751240129863,1201.7370953708205
2011-04-21,1173.279502045009,1207.0667530608503
2011-04-25,1169.659254129791,1205.8823595852928
2011-04-26,1185.9966189251372,1216.3442384027667
2011-04-27,1210.009598181322,1224.2400443065117
2011-04-28,1213.586825924269,1228.1879472583842
2011-04-29,1202.7297447427873,1231.7410523850706
2011-05-02,1201.7702683374837,1228.97746760877
2011-05-03,1194.4954469344225,1225.029639956883
2011-05-04,1185.667005673995,1216.7390362279527
2011-05-05,1168.7017411977608,1206.0797208478928
2011-05-06,1185.622822440174,1211.8041763631086
2011-05-09,1204.2980599388898,1216.7390362279527
2011-05-10,1210.4694082818278,1226.8061925202264
2011-05-11,1203.0304517367456,1213.7781654890375
2011-05-12,1220.4292771022285,1220.2921413546392
2011-05-13,1215.3855414593395,1209.6328259745794
2011-05-16,1208.0122184431511,1202.1318931960063
2011-05-17,1212.850685441951,1201.9344566334205
2011-05-18,1221.0376819940318,1213.185931101266
2011-05-19,1214.3254961680318,1214.7651224020092
2011-05-20,1216.0709074821289,1206.6719552356644
2011-05-23,1203.2176292518602,1192.262173466318
2011-05-24,1200.6847323475306,1191.2751412533607
2011-05-25,1208.6981268261434,1195.2230442052332
2011-05-26,1217.2908830100694,1199.9605428074772
2011-05-27,1221.8803932434134,1205.290200497507
2011-05-31,1231.66917533574,1217.3311953157383
2011-06-01,1205.918480982411,1190.2881843403889
2011-06-02,1214.2640596017561,1188.9064296022316
2011-06-03,1203.5497786724877,1177.457593871786
2011-06-06,1181.9587512994765,1165.0217259283831
2011-06-07,1193.415090712051,1163.4425346276396
2011-06-08,1193.5266109022714,1158.7051113253815
2011-06-09,1192.5753207202388,1167.5878741420977
2011-06-10,1178.9570071739427,1151.2041032468226
2011-06-13,1170.8913031204995,1151.9936988971942
2011-06-14,1166.2367718523033,1166.798278491726
2011-06-15,1157.034780609921,1146.4666799445642
2011-06-16,1158.6337262684435,1148.6379550331076
2011-06-17,1157.2845424951718,1151.7962623346084
2011-06-20,1163.8195532061206,1158.3103135001954
2011-06-21,1164.5075399638824,1174.1018500076993
2011-06-22,1159.8196778512784,1167.193076316912
2011-06-23,1158.7482032116727,1163.2451733650398
2011-06-24,1145.4967501152219,1144.887488643821
2011-06-27,1145.9219208774593,1154.5598471109088
2011-06-28,1149.0316712798915,1169.364426705441
2011-06-29,1150.3057050286795,1179.826305522915
2011-06-30,1157.7455896731383,1191.0777799907605
2011-07-01,1176.483770172693,1209.0406668867936
2011-07-05,1180.737463028635,1207.0667530608503
2011-07-06,1186.7642454955544,1208.8433056241936
2011-07-07,1201.5292017590632,1222.0686939179825
2011-07-08,1199.4532458123924,1213.7781654890375
2011-07-11,1174.0600659370562,1191.2751412533607
2011-07-12,1165.5438627931514,1185.9455588633166
2011-07-13,1168.6570048410824,1190.090823077789
2011-07-14,1163.5103819194921,1182.39245373663
2011-07-15,1164.1941303489975,1188.9064296022316
2011-07-18,1160.0298178689932,1178.8393486099435
2011-07-19,1178.3920128062537,1197.9865536815482
2011-07-20,1173.7998148700594,1197.9865536815482
2011-07-21,1188.5386794346787,1213.9755267516377
2011-07-22,1189.1878448116454,1214.9624836646094
2011-07-25,1189.5449420395457,1208.053709973822
2011-07-26,1189.2146424041468,1202.9214135463922
2011-07-27,1174.5413075471126,1179.0367098725435
2011-07-28,1170.6508705251106,1175.6810413084427
2011-07-29,1161.7994745761262,1166.6008419291404
2011-08-01,1182.7852663177118,1162.4555777146682
2011-08-02,1166.4648583907124,1133.4385776133895
2011-08-03,1162.5941866625096,1139.163033128605
2011-08-04,1157.2223255322776,1085.8665315282922
2011-08-05,1163.828359930576,1083.4978198771632
2011-08-08,1196.6423746409812,1014.0149839441606
2011-08-09,1206.298524650794,1059.4156796407287
2011-08-10,1243.7050950263827,1013.4228248563746
2011-08-11,1219.1051978429916,1057.8365636399712
2011-08-12,1213.4705012969614,1066.3245286315018
2011-08-15,1225.2453104829594,1088.2353184794072
2011-08-16,1238.2282184778035,1078.957757837505
2011-08-17,1240.977379300165,1080.1421513130622
2011-08-18,1261.5607796641054,1035.33361470428
2011-08-19,1241.9822019568412,1015.5941752449038
2011-08-22,1269.942389789715,1016.3837708952755
2011-08-23,1226.6241718624883,1051.5199490369696
2011-08-24,1256.1602119157144,1065.929730806316
2011-08-25,1239.042796081137,1049.9407577362263
2011-08-26,1239.5127293255337,1063.7583804177868
2011-08-29,1263.6844562177594,1094.7492943450088
2011-08-30,1265.4409685950868,1096.7232834709378
2011-08-31,1269.953682419662,1102.2503024235677
2011-09-01,1263.2780451122246,1091.5909870435078
2011-09-02,1252.4206365216612,1063.363582592601
2011-09-06,1218.6168223457048,1056.060011076628
2011-09-07,1182.3699802501144,1085.8665315282922
2011-09-08,1211.3781091079904,1074.4176957978466
2011-09-09,1187.4252302531147,1046.1902913469398
2011-09-12,1169.0198063436308,1053.6912994254988
2011-09-13,1187.7451664003393,1062.3766256796293
2011-09-14,1217.6867999292383,1077.3786418367474
2011-09-15,1236.724142647503,1095.933687820566
2011-09-16,1240.3259414558859,1102.4476636861677
2011-09-19,1236.2875537251957,1092.1832214312794
2011-09-20,1227.7525212452672,1090.4066688679363
2011-09-21,1208.952325579978,1057.4417658147854
2011-09-22,1185.0958519396322,1024.2795014990345
2011-09-23,1123.489374969386,1023.2925445860628
2011-09-26,1108.1879573617985,1048.1642051728832
2011-09-27,1123.1485421437228,1060.2052752911004
2011-09-28,1111.9650085689866,1039.0840810935667
2011-09-29,1122.3913217832264,1046.5850891721257
2011-09-30,1119.3589983574946,1021.7133532853195
2011-10-03,1093.2560336972651,990.327641532912
2011-10-04,1068.1646052645965,1012.0410701182172
2011-10-05,1078.7068077161766,1032.1753074027793
2011-10-06,1084.3758876080865,1052.1121081247554
2011-10-07,1079.9799804083118,1044.0189409584107
2011-10-10,1101.6739238005061,1079.3525556626905
2011-10-11,1111.9162605421554,1078.957757837505
2011-10-12,1116.2309420899564,1088.827477567193
2011-10-13,1119.3743448504988,1087.2483615664355
2011-10-14,1138.0665550928845,1105.2112484624683
2011-10-17,1118.6225293022794,1084.484776790135
2011-10-18,1136.8830571621595,1106.19820537544
2011-10-19,1116.1139770785248,1092.3805826938794
2011-10-20,1118.1894678067342,1097.3154425587238
2011-10-21,1136.4112796685272,1118.4366367562573
2011-10-24,1162.3899393975955,1132.6490572630037
2011-10-25,1141.5843515926676,1110.7382674150983
2011-10-26,1139.1684589634256,1121.397582795158
2011-10-27,1175.6597679479457,1160.0868660635388
2011-10-28,1191.6558381918483,1161.2712595390965
2011-10-31,1177.4647963236564,1131.4646637874462
2011-11-01,1172.1504688387463,1101.460706773196
2011-11-02,1171.5495774263334,1118.831434581443
2011-11-03,1197.0074581038116,1139.557830953791
2011-11-04,1198.8842324063269,1133.0438550881895
2011-11-07,1201.4911833766785,1139.557830953791
2011-11-08,1212.0097112237268,1153.1780170727657
2011-11-09,1173.1818164718147,1111.52786306547
2011-11-10,1182.064235072941,1121.594944057758
2011-11-11,1203.2325169242906,1143.5057339056634
2011-11-14,1193.1314459222103,1132.4516207004178
2011-11-15,1193.0408745207242,1138.3734374782334
2011-11-16,1182.9707364264632,1120.0158280570006
2011-11-17,1155.0789599182217,1102.0529411609677
2011-11-18,1156.1489474018363,1100.4737498602244
2011-11-21,1149.2633724289965,1080.7343104008482
2011-11-22,1140.3358070653976,1075.0098548856326
2011-11-23,1121.9613893783776,1052.3095446873415
2011-11-25,1112.5076192040142,1049.1512373858404
2011-11-28,1142.805626202746,1080.5369491382482
2011-11-29,1139.889491574209,1083.6952564397488
2011-11-30,1175.670599233765,1128.1089952233453
2011-12-01,1177.4721509737399,1127.3193995729737
2011-12-02,1173.1757518925729,1126.727240485188
2011-12-05,1178.058368918491,1138.9656718660053
2011-12-06,1178.9955165294773,1139.9526287789768
2011-12-07,1174.4515422595196,1143.7030951682634
2011-12-08,1143.3368358882383,1119.0287958440433
2011-12-09,1165.66303155502,1137.9787149530337
2011-12-12,1151.935130877675,1121.594944057758
2011-12-13,1130.575251370299,1110.9356286776983
2011-12-14,1124.3458523803351,1098.499836034281
2011-12-15,1128.1903608788855,1102.6451002487534
2011-12-16,1120.8223538772077,1103.434695899125
2011-12-19,1122.7137289539644,1092.1832214312794
2011-12-20,1145.4429151687289,1124.753251359259
2011-12-21,1149.070256207405,1128.1089952233453
2011-12-22,1151.5202300283336,1138.7682353034195
2011-12-23,1158.5802724153077,1140.9395856919484
2011-12-27,1159.7113752514956,1142.123979167506
2011-12-28,1151.5796095218273,1128.1089952233453
2011-12-29,1157.8341766066555,1138.3734374782334
2011-12-30,1152.444275745207,1134.0308120011612
2012-01-03,1155.280176065756,1150.8093054216365
2012-01-04,1151.2677401389574,1152.7832945475657
2012-01-05,1160.1102667563953,1156.5337609368523
2012-01-06,1165.754612757053,1154.1650492857232
2012-01-09,1176.431339728767,1155.9416018490665
2012-01-10,1192.9215138780007,1165.8113215787546
2012-01-11,1204.9995677646355,1166.9956397543262
2012-01-12,1208.5676305355216,1169.561787968041
2012-01-13,1199.5579226477698,1164.626928103197
2012-01-17,1209.569603997516,1167.785235404698
2012-01-18,1231.0736491748971,1180.8132624358866
2012-01-19,1199.1730473192533,1187.1298770388883
2012-01-20,1192.7021733897454,1187.1298770388883
2012-01-23,1188.8128188617347,1188.3142705144458
2012-01-24,1202.899759814667,1186.5377179511024
2012-01-25,1221.5008021771196,1196.9995967685766
2012-01-26,1208.862792123447,1190.8804187281607
2012-01-27,1235.439131539956,1189.3012274274174
2012-01-30,1224.7839310324262,1185.353324475545
2012-01-31,1218.018276758705,1184.7611653877593
2012-02-01,1254.817967698777,1196.012639855605
2012-02-02,1264.55733220455,1198.3813515067338
2012-02-03,1279.267007256062,1215.357281489795
2012-02-06,1298.1787660309565,1213.580728926452
2012-02-07,1290.6034169101827,1217.3311953157383
2012-02-08,1280.1860512002256,1219.8973435294533
2012-02-09,1309.8265745097162,1221.2790982676108
2012-02-10,1264.4528013789518,1212.988569838666
2012-02-13,1279.5393197708436,1222.2660551805827
2012-02-14,1241.1456374771094,1220.489577917225
2012-02-15,1235.146058412216,1215.1599202271952
2012-02-16,1249.3805251242866,1228.385308520984
2012-02-17,1224.1254739882656,1231.3462545598848
2012-02-21,1213.8703163354116,1232.1357749102706
2012-02-22,1197.5426610912723,1227.9905106957983
2012-02-23,1158.0574363797346,1233.912327473614
2012-02-24,1158.3591607046576,1235.6888800369572
2012-02-27,1164.2685280484845,1237.8602304254864
2012-02-28,1164.418597533378,1242.2029312025445
2012-02-29,1160.0009163490313,1235.4915187743572
2012-03-01,1167.3916828536371,1243.584685940702
2012-03-02,1162.942290425503,1240.2290173766014
2012-03-05,1153.4398695979667,1234.8993596865714
2012-03-06,1146.6413020862606,1215.5547180523808
2012-03-07,1156.7631190406596,1225.2270012194833
2012-03-08,1170.4551441953422,1237.0706347751147
2012-03-09,1179.2962012286762,1241.8081333773587
2012-03-12,1180.070566913781,1242.4002924651445
2012-03-13,1202.915666466529,1264.705880138236
2012-03-14,1200.0649278143517,1263.7188479252784
2012-03-15,1210.6551662822546,1270.2328990908657
2012-03-16,1209.0925330817836,1272.0095269541946
2012-03-19,1215.065260221544,1277.3391093442388
2012-03-20,1215.570729488335,1273.786004217552
2012-03-21,1214.590580109779,1271.8120903916088
2012-03-22,1205.5227510934526,1261.942370661921
2012-03-23,1204.18544999643,1266.8772305267648
2012-03-26,1216.4576895442262,1278.3261415571963
2012-03-27,1212.9793934567872,1274.7730364305096
2012-03-28,1202.7614557274628,1268.6537077901223
2012-03-29,1199.8798353757486,1266.4825080015646
2012-03-30,1205.4841379476118,1270.627772216037
2012-04-02,1213.8536157618985,1280.8922144709254
2012-04-03,1212.950745254014,1275.9573546060815
2012-04-04,1199.6509137915018,1262.5345297497065
2012-04-05,1203.4555130886015,1262.139731924521
2012-04-09,1200.7672385009655,1248.1247479803603
2012-04-10,1185.139433923009,1226.4113946950408
2012-04-11,1189.7815211975812,1236.478475687329
2012-04-12,1200.7272241581627,1253.45440567039
2012-04-13,1186.0999797874829,1238.452464813258
2012-04-16,1184.562221984572,1237.0706347751147
2012-04-17,1192.5866210756678,1256.0205538841049
2012-04-18,1195.8200572955511,1251.677853107047
2012-04-19,1188.0402894840827,1243.584685940702
2012-04-20,1189.5759553175749,1245.5585997666453
2012-04-23,1182.9375485393866,1234.8993596865714
2012-04-24,1184.6691863964168,1239.4394217262297
2012-04-25,1196.715565435899,1256.810074234491
2012-04-26,1199.333274373999,1265.4954757886073
2012-04-27,1207.7848165561024,1268.0615487023365
2012-04-30,1199.8259684038067,1262.5345297497065
2012-05-01,1198.0016610567304,1270.8250581786515
2012-05-02,1212.0177897551705,1266.8772305267648
2012-05-03,1193.6522988254226,1257.5996698848626
2012-05-04,1171.3804021634376,1237.0706347751147
2012-05-07,1194.651451974629,1238.057666988072
2012-05-08,1197.04258923438,1232.7280092980423
2012-05-09,1188.8946492397495,1225.8191603072692
2012-05-10,1200.1312254824302,1227.9905106957983
2012-05-11,1209.1256426745774,1224.0426077439258
2012-05-14,1206.6093451508482,1211.0145807127371
2012-05-15,1205.550776738201,1204.3031682845494
2012-05-16,1207.0336373372006,1199.1709471571055
2012-05-17,1173.8906056078672,1181.0106989984727
2012-05-18,1168.9170762103515,1171.7331383565704
2012-05-21,1170.210843140271,1191.4725778159466
2012-05-22,1174.2494902370513,1194.0387260296613
2012-05-23,1169.869834661633,1194.0387260296613
2012-05-24,1183.7604718312466,1196.210001118205
2012-05-25,1186.9713890241424,1193.44649164189
2012-05-29,1190.8080267196442,1207.0667530608503
2012-05-30,1179.7882005876845,1189.6960252526032
2012-05-31,1167.6993977821776,1186.7350792137026
2012-06-01,1171.138462341157,1157.7181544124098
2012-06-04,1174.9955838578037,1157.3233565872238
2012-06-05,1179.173327830993,1164.0347690154113
2012-06-06,1195.2414292154426,1191.8673756411322
2012-06-07,1204.2381561305458,1191.6699390785466
2012-06-08,1216.6981513756753,1201.5396588082344
2012-06-11,1206.822939578735,1186.9325157762883
2012-06-12,1216.0616649205185,1200.7501384578488
2012-06-13,1208.822465607298,1192.8543325541038
2012-06-14,1223.8579299964583,1206.0797208478928
2012-06-15,1228.8862337997316,1216.7390362279527
2012-06-18,1238.193348853481,1219.3051844416675
2012-06-19,1246.9423058624268,1231.7410523850706
2012-06-20,1247.0285548967445,1229.7670632591414
2012-06-21,1241.1843913790171,1202.7240522837922
2012-06-22,1257.296205559762,1211.4093785379227
2012-06-25,1240.7986020522571,1185.9455588633166
2012-06-26,1246.514320559943,1191.6699390785466
2012-06-27,1267.2836180177578,1202.3292544586063
2012-06-28,1242.932704687403,1199.5657449822913
2012-06-29,1268.1625088272424,1229.3722654339556
2012-07-02,1296.6805471339926,1232.7280092980423
2012-07-03,1303.2872951394554,1240.821176464387
2012-07-05,1303.6880106476635,1235.4915187743572
2012-07-06,1290.913341579746,1224.0426077439258
2012-07-09,1293.0318987701428,1222.4634917431683
2012-07-10,1277.7459861435736,1211.2120172753228
2012-07-11,1262.9299084408742,1211.4093785379227
2012-07-12,1270.4834319342658,1205.092763934921
2012-07-13,1282.3262596801947,1225.6217990446692
2012-07-16,1286.323976563655,1222.8582895683542
2012-07-17,1297.6127450863441,1231.5436158224848
2012-07-18,1303.1091858915602,1240.4263786392014
2012-07-19,1298.7119527475927,1243.584685940702
2012-07-20,1289.9261860685629,1232.1357749102706
2012-07-23,1280.5668810976017,1219.8973435294533
2012-07-24,1269.2506699844653,1210.225060362351
2012-07-25,1267.4807611213016,1209.4354647119794
2012-07-26,1285.4122975427842,1229.1749041713556
2012-07-27,1304.6548136525773,1252.8622465826043
2012-07-30,1290.381966803866,1252.2700121948326
2012-07-31,1271.88091622827,1244.1768450284878
2012-08-01,1275.2726775884626,1242.7950902903303
2012-08-02,1264.425569939596,1234.1097640361997
2012-08-03,1292.8442403913969,1258.1919042726342
2012-08-06,1296.315268735693,1261.5475728367348
2012-08-07,1315.7571444725295,1267.2719530519648
2012-08-08,1320.7415676506419,1268.6537077901223
2012-08-09,1328.5773758548835,1270.0354625282798
2012-08-10,1336.5009106239352,1272.0095269541946
2012-08-13,1329.7221161051157,1271.022494741237
2012-08-14,1321.5392925370143,1271.6146538290232
2012-08-15,1322.592978085851,1272.9964085671807
2012-08-16,1342.873104125521,1281.681810121297
2012-08-17,1339.7629522037396,1284.6427561601977
2012-08-20,1336.0437476713198,1284.2478830350262
2012-08-21,1332.5791589218707,1280.3000553831394
2012-08-22,1336.6960115436086,1280.4974919457252
2012-08-23,1329.9368613210936,1270.4303356534515
2012-08-24,1329.1210978161791,1278.3261415571963
2012-08-27,1331.107675374507,1278.3261415571963
2012-08-28,1332.532492208235,1277.141672781653
2012-08-29,1332.6955504979023,1278.3261415571963
2012-08-30,1321.8726660575671,1268.6537077901223
2012-08-31,1328.915690557877,1275.3651955182954
2012-09-04,1327.802978015186,1272.0095269541946
2012-09-05,1323.8458500842391,1272.0095269541946
2012-09-06,1352.2069123444094,1298.4603035417726
2012-09-07,1348.3813088163533,1303.790036531788
2012-09-10,1341.3345003268646,1296.091667190629
2012-09-11,1345.7073356238975,1299.6446217173443
2012-09-12,1347.9104831370778,1303.790036531788
2012-09-13,1365.5868471336184,1324.5163576041502
2012-09-14,1380.203814381679,1330.04337655678
2012-09-17,1371.7156164073874,1326.0955489048936
2012-09-18,1363.8287318938465,1324.7137941667359
2012-09-19,1359.9497197034245,1325.7008263796934
2012-09-20,1353.9573061831506,1325.5033898171075
2012-09-21,1341.9303194559523,1324.7137941667359
2012-09-24,1329.3587415155077,1316.2258291752053
2012-09-25,1312.4468052756945,1302.8030043188307
2012-09-26,1281.8240177541113,1294.5124758898858
2012-09-27,1302.453710679224,1307.1457050958888
2012-09-28,1293.8263350082361,1301.2238130180876
2012-10-01,1303.5589805524419,1303.5925999692024
2012-10-02,1317.2655900957889,1305.36907723256
2012-10-03,1327.5282231352148,1310.6988102225755
2012-10-04,1331.460390626247,1320.7659665148494
2012-10-05,1333.4861631255158,1320.3710933896778
2012-10-08,1323.2386692308196,1316.4232657377913
2012-10-09,1303.035769937997,1303.5925999692024
2012-10-10,1294.4068092904579,1294.7097618525002
2012-10-11,1295.2710987772234,1295.4993575028718
2012-10-12,1282.7374518099907,1290.9593707631993
2012-10-15,1294.2584462004907,1301.8159721058732
2012-10-16,1305.5310583915657,1315.0415109996336
2012-10-17,1317.6427806154707,1321.1606890400494
2012-10-18,1319.5941653353407,1317.8050204759486
2012-10-19,1305.0634088267684,1295.3020715402574
2012-10-22,1306.6291903069364,1296.091667190629
2012-10-23,1291.93376008811,1277.141672781653
2012-10-24,1292.855656771559,1274.3781633053381
2012-10-25,1293.2603163643794,1277.9312684320246
2012-10-26,1287.655129151819,1276.9443868190388
2012-10-31,1294.247423992218,1275.7599180434956
2012-11-01,1309.8697020037503,1290.7619342006133
2012-11-02,1304.3744928207998,1279.115737207568
2012-11-05,1302.3806737115501,1282.076532646497
2012-11-06,1314.293882692634,1291.5515298509852
2012-11-07,1278.8453290919479,1263.3241254000782
2012-11-08,1295.393125018837,1246.5456319796026
2012-11-09,1292.8570321561049,1247.9273867177603
2012-11-12,1291.018523325031,1249.7039392811037
2012-11-13,1288.5082966503514,1245.1638772414453
2012-11-14,1288.0557940568347,1229.9644998217273
2012-11-15,1279.3028532204323,1225.2270012194833
2012-11-16,1277.4610005049194,1231.5436158224848
2012-11-19,1290.8248005384946,1256.612712971891
2012-11-20,1288.3004986143899,1257.9944677100484
2012-11-21,1288.5295872352035,1260.7579771863632
2012-11-23,1301.8230079071561,1276.746950256453
2012-11-26,1296.7286331550858,1275.1677589557098
2012-11-27,1292.8404187836497,1269.0485809152938
2012-11-28,1297.6665733637697,1278.5234275198104
2012-11-29,1316.274750473998,1284.2478830350262
2012-11-30,1312.1908105548919,1283.0635648594543
2012-12-03,1313.3931227882124,1278.5234275198104
2012-12-04,1310.0790953004114,1276.154791168667
2012-12-05,1308.4218534129297,1278.918300644982
2012-12-06,1309.1347704414468,1282.8661282968687
2012-12-07,1310.7363064461365,1286.8141065487268
2012-12-10,1312.6840612490148,1287.6037021990985
2012-12-11,1330.8975503547817,1295.8942306280433
2012-12-12,1422.9407264405138,1296.8811122410293
2012-12-13,1414.8384384788335,1288.9854569372558
2012-12-14,1424.0453820521734,1284.840042122812
2012-12-17,1425.4747308882017,1300.2369314051014
2012-12-18,1436.9092554006986,1313.4623196988903
