date,symbol,side,qty,price,reason
2012-11-01,XLV,SELL,714.9478,39.98200367813111,rebalance
2012-11-01,IWM,BUY,290.2464,81.83636369476318,rebalance
2012-11-01,QQQ,BUY,33.2074,65.37307261047363,rebalance
2012-11-01,XLF,BUY,1542.3031,12.935161740875245,rebalance
2012-11-01,XLK,BUY,103.5761,29.025804457855223,rebalance
2012-12-03,XLV,BUY,622.3314,40.34806815261841,rebalance
2012-12-03,XLP,BUY,693.2095,36.01720032119751,rebalance
2012-12-03,XLU,SELL,0.0028,35.34292847442627,rebalance
2012-12-03,XLK,SELL,726.5176,29.344130381393434,rebalance
2012-12-03,XLF,SELL,175.8558,12.840648252677916,rebalance
2012-12-03,VOO,SELL,0.5918,130.71385749206542,rebalance
2012-12-03,QQQ,SELL,21.4231,66.29673555908204,rebalance
2012-12-03,IWM,SELL,288.0356,82.69345708465576,rebalance
2013-01-02,IWM,SELL,2.159,86.32272833862305,rebalance
2013-01-02,QQQ,SELL,0.8705,66.7166573562622,rebalance
2013-01-02,XLK,SELL,5.3443,29.614076839065554,rebalance
2013-01-02,XLP,SELL,683.4188,35.392921525573726,rebalance
2013-01-02,VOO,BUY,178.8399,132.96659044189454,rebalance
2013-01-02,XLF,BUY,67.9884,13.650170398521425,rebalance
2013-01-02,XLV,BUY,29.8966,40.68813630523681,rebalance
2013-02-01,XLF,BUY,91.2672,14.194552629661558,rebalance
2013-02-01,IWM,BUY,239.1026,89.97799108428956,rebalance
2013-02-01,XLV,SELL,102.2726,43.08138215255737,rebalance
2013-02-01,QQQ,BUY,53.4227,67.35346433715821,rebalance
2013-02-01,XLK,SELL,0.1414,29.644069618606565,rebalance
2013-02-01,VOO,SELL,177.7286,137.95239972839357,rebalance
2013-02-01,XLP,SELL,9.7251,37.11257493209838,rebalance
2013-03-01,IWM,SELL,240.7509,89.8620212539673,rebalance
2013-03-01,QQQ,SELL,336.1971,66.85662874603273,rebalance
2013-03-01,XLF,SELL,385.7311,14.180754170799254,rebalance
2013-03-01,XLK,SELL,0.0013,29.484101771163942,rebalance
2013-03-01,XLU,SELL,0.0001,37.28254291534424,rebalance
2013-03-01,VOO,BUY,153.023,138.34767132568362,rebalance
2013-03-01,XLF,BUY,2.8713,14.186427607154847,rebalance
2013-03-01,XLP,BUY,745.9887,37.90758152618409,rebalance
2013-03-01,XLV,BUY,69.1577,43.36867261047364,rebalance
2013-04-01,XLP,BUY,0.109,39.73794554214477,rebalance
2013-04-01,VOO,BUY,48.6205,143.42867389526367,rebalance
2013-04-01,XLF,BUY,203.7804,14.787684995841978,rebalance
2013-04-01,XLP,SELL,108.3452,39.722053542327885,rebalance
2013-04-01,XLV,SELL,106.0132,45.970803542327886,rebalance
2013-05-01,XLV,BUY,0.2422,46.93938630523682,rebalance
2013-05-01,XLP,BUY,0.0631,40.89817738952637,rebalance
2013-05-01,XLF,BUY,0.0566,15.169563915252684,rebalance
2013-05-01,XLU,BUY,744.7258,41.37827293167115,rebalance
2013-05-01,XLP,SELL,51.7493,40.88182138977051,rebalance
2013-05-01,XLF,SELL,35.3446,15.163497303009034,rebalance
2013-05-01,VOO,SELL,203.2584,145.8908141693115,rebalance
2013-05-01,XLV,SELL,28.4268,46.92061430511474,rebalance
2013-06-03,XLU,SELL,133.2513,37.68246062698364,rebalance
2013-06-03,XLV,SELL,26.1274,48.37032506790162,rebalance
2013-06-03,XLF,BUY,109.5187,16.185203174972536,rebalance
2013-06-03,XLP,BUY,2.7202,40.158031526184075,rebalance
2013-07-01,XLE,BUY,298.4649,78.80575891571044,rebalance
2013-07-01,XLV,BUY,78.1072,47.759550000000004,rebalance
2013-07-01,IWM,BUY,240.46,97.66953152618407,rebalance
2013-07-01,XLP,SELL,585.3113,39.90201784744262,rebalance
2013-07-01,XLF,SELL,100.8327,15.910708060455324,rebalance
2013-07-01,XLU,SELL,611.637,37.612474932098394,rebalance
2013-08-01,IWM,SELL,1.8641,104.65906430511475,rebalance
2013-08-01,XLE,SELL,296.0582,83.07337833862306,rebalance
2013-08-01,XLF,SELL,26.9896,16.795990868377686,rebalance
2013-08-01,XLP,SELL,3.5233,41.591678474426274,rebalance
2013-08-01,XLV,SELL,5.208,51.32973215255737,rebalance
2013-08-01,XLI,BUY,468.1941,45.4290821685791,rebalance
2013-09-03,XLI,BUY,125.0787,44.46889108428955,rebalance
2013-09-03,XLV,BUY,59.7736,49.72994522094727,rebalance
2013-09-03,XLF,BUY,108.5989,15.982074750709533,rebalance
2013-09-03,IWM,SELL,56.8674,101.83962861022948,rebalance
2013-09-03,XLE,SELL,2.3827,82.3735213897705,rebalance
2013-09-03,XLP,SELL,0.0178,39.68206062698364,rebalance
2013-10-01,XLI,BUY,0.0681,46.39927738952636,rebalance
2013-10-01,IWM,BUY,80.5381,106.58130955810546,rebalance
2013-10-01,XLV,SELL,23.4719,50.61987506790162,rebalance
2013-10-01,XLF,SELL,101.5514,16.19497393455505,rebalance
2013-10-01,XLI,SELL,158.2006,46.380721389770514,rebalance
2013-10-01,XLE,SELL,0.024,82.66346430511476,rebalance
2013-10-01,XLP,SELL,0.0001,39.77204277954101,rebalance
2013-11-01,XLI,BUY,175.3414,48.739745542144775,rebalance
2013-11-01,IWM,SELL,46.3226,109.38812166137694,rebalance
2013-11-01,XLV,SELL,93.7586,52.87942138977051,rebalance
2013-11-01,XLF,BUY,103.6498,16.71333345336914,rebalance
2013-12-02,XLV,BUY,95.3916,55.25104967880249,rebalance
2013-12-02,XLI,BUY,26.7877,50.390077068328864,rebalance
2013-12-02,IWM,SELL,25.2239,113.67725694885254,rebalance
2013-12-02,XLF,SELL,53.4711,17.470103760528566,rebalance
2014-01-02,XLV,BUY,0.3466,55.32106337356568,rebalance
2014-01-02,XLI,BUY,0.6425,51.99039554214478,rebalance
2014-01-02,XLF,BUY,11.6228,17.728970805358884,rebalance
2014-01-02,XLI,SELL,119.3282,51.969603542327874,rebalance
2014-01-02,XLV,SELL,147.5494,55.29893937301635,rebalance
2014-01-02,IWM,BUY,27.493,115.1130143371582,rebalance
2014-02-03,IWM,SELL,0.412,111.84762874603271,rebalance
2014-02-03,XLF,SELL,1363.1754,17.08837660865784,rebalance
2014-02-03,IWM,BUY,0.001,111.89237674713135,rebalance
2014-02-03,QQQ,BUY,304.2076,86.12722261047364,rebalance
2014-02-03,XLI,BUY,7.7779,49.91998184738159,rebalance
2014-02-03,XLV,BUY,45.7305,56.111218473815924,rebalance
2014-03-03,XLV,BUY,27.667,58.671731847381594,rebalance
2014-03-03,XLI,BUY,0.2895,51.5103,rebalance
2014-03-03,QQQ,BUY,29.9142,89.5078958633423,rebalance
2014-03-03,XLI,SELL,26.6359,51.4897,rebalance
2014-03-03,IWM,SELL,8.2459,116.49669264373779,rebalance
2014-03-03,IWM,BUY,0.0707,116.54330064239502,rebalance
2014-04-01,IWM,SELL,22.2724,116.60667125396728,rebalance
2014-04-01,QQQ,SELL,16.8081,88.08237847442626,rebalance
2014-04-01,XLV,SELL,90.8676,58.648267847442625,rebalance
2014-04-01,XLI,BUY,34.542,52.56050923690796,rebalance
2014-05-01,XLF,BUY,1788.9826,17.84272302818298,rebalance
2014-05-01,QQQ,SELL,62.9829,87.51249277954102,rebalance
2014-05-01,XLY,SELL,6.1751,63.90721416931153,rebalance
2014-05-01,IWM,BUY,26.7565,111.77234999999999,rebalance
2014-05-01,XLI,BUY,59.33,52.990595542144774,rebalance
2014-06-02,XLE,BUY,300.8255,95.41908152618407,rebalance
2014-06-02,QQQ,BUY,15.5757,91.4382821685791,rebalance
2014-06-02,XLY,SELL,0.0077,65.78684305114746,rebalance
2014-06-02,XLB,BUY,588.9377,49.16983184738159,rebalance
2014-06-02,XLF,SELL,1787.3786,18.11985324020386,rebalance
2014-06-02,XLI,SELL,107.5108,54.06918583068848,rebalance
2014-06-02,IWM,SELL,213.7133,113.04738569488526,rebalance
2014-07-01,IWM,SELL,0.3961,119.23615013580323,rebalance
2014-07-01,XLB,SELL,84.5513,49.69006076278687,rebalance
2014-07-01,XLE,SELL,300.076,100.32992847442628,rebalance
2014-07-01,XLF,SELL,1.6004,18.509702165222166,rebalance
2014-07-01,XLI,SELL,98.3467,54.109174932098384,rebalance
2014-07-01,QQQ,BUY,87.9462,94.25884586334229,rebalance
2014-07-01,XLK,BUY,762.6243,38.49769967880249,rebalance
2014-08-01,XLI,BUY,147.1466,51.710340763092034,rebalance
2014-08-01,XLE,BUY,253.2922,96.37927261047363,rebalance
2014-08-01,XLB,BUY,208.3035,48.55970923690796,rebalance
2014-08-01,QQQ,BUY,0.1812,94.83896369476318,rebalance
2014-08-01,XLY,SELL,0.0001,65.68685694885255,rebalance
2014-08-01,XLK,SELL,764.5847,38.89222152557373,rebalance
2014-08-01,XLF,SELL,0.0036,18.15234033279419,rebalance
2014-08-01,QQQ,SELL,85.9566,94.80103569488526,rebalance
2014-08-01,IWM,SELL,0.0016,111.13777166137695,rebalance
2014-09-02,XLB,SELL,138.0704,50.50989645767211,rebalance
2014-09-02,XLE,SELL,62.6259,98.58027847442628,rebalance
2014-09-02,XLI,SELL,533.9901,54.129171389770505,rebalance
2014-09-02,XLV,SELL,2.5974,63.977203678131104,rebalance
2014-09-02,QQQ,BUY,94.5759,100.04000064239503,rebalance
2014-09-02,XLB,BUY,0.0272,50.53010445785523,rebalance
2014-09-02,XLE,BUY,0.0888,98.61971847381591,rebalance
2014-10-01,XLK,BUY,696.1885,39.77795445785523,rebalance
2014-10-01,VOO,BUY,177.3713,180.3760643371582,rebalance
2014-10-01,QQQ,BUY,0.3073,98.52970413665773,rebalance
2014-10-01,XLB,BUY,38.9767,49.5099,rebalance
2014-10-01,XLE,SELL,191.5257,90.59187861022949,rebalance
2014-10-01,XLI,SELL,1.19,52.96940354232788,rebalance
2014-10-01,QQQ,SELL,108.1698,98.49030013580321,rebalance
2014-11-03,VOO,SELL,4.4831,185.16295694885252,rebalance
2014-11-03,XLB,SELL,613.3699,48.41031416931152,rebalance
2014-11-03,XLV,SELL,25.3187,67.35652874603272,rebalance
2014-11-03,QQQ,BUY,6.2572,101.60031783142091,rebalance
2014-11-03,XLF,BUY,1598.479,19.418992656326296,rebalance
2014-12-01,XLB,SELL,0.2542,49.0001963218689,rebalance
2014-12-01,XLV,SELL,17.8638,69.3461286102295,rebalance
2014-12-01,QQQ,BUY,79.7842,105.74114522094726,rebalance
2014-12-01,XLF,BUY,325.4068,19.719620396804807,rebalance
2014-12-01,XLK,BUY,112.5802,42.39847738952636,rebalance
2014-12-01,XLV,BUY,0.0642,69.37387261047363,rebalance
2014-12-01,VOO,SELL,173.564,189.2521352874756,rebalance
2015-01-02,XLU,BUY,560.3102,47.6795321685791,rebalance
2015-01-02,VOO,BUY,181.6749,189.32785128479003,rebalance
2015-01-02,XLF,SELL,1913.8251,20.19092446250915,rebalance
2015-01-02,QQQ,SELL,38.1729,103.73925013580322,rebalance
2015-01-02,XLK,SELL,113.8947,41.6016786102295,rebalance
2015-02-02,QQQ,SELL,37.3122,101.30973583068848,rebalance
2015-02-02,VOO,SELL,181.1699,183.4633,rebalance
2015-02-02,XLK,SELL,19.9038,40.03199291534423,rebalance
2015-02-02,XLF,BUY,1347.4727,18.74461006507874,rebalance
2015-02-02,XLU,BUY,199.8701,48.319663373565675,rebalance
2015-03-02,XLU,BUY,0.272,45.20904076309205,rebalance
2015-03-02,VOO,SELL,0.5047,193.27133555908205,rebalance
2015-03-02,XLF,SELL,1356.9761,19.78483199119568,rebalance
2015-03-02,XLU,SELL,409.9808,45.19096076278686,rebalance
2015-03-02,QQQ,BUY,79.316,108.63172261047364,rebalance
2015-03-02,XLK,BUY,146.462,43.248649678802494,rebalance
2015-03-02,XLP,BUY,681.8195,50.06000923690796,rebalance
2015-04-01,XLV,SELL,3.2381,72.515492779541,rebalance
2015-04-01,XLU,SELL,351.4999,44.29113923721313,rebalance
2015-04-01,XLP,BUY,0.014,48.729745220947265,rebalance
2015-04-01,XLP,SELL,34.2667,48.710257220458985,rebalance
2015-04-01,XLF,SELL,0.5586,19.533055116653443,rebalance
2015-04-01,XLK,SELL,128.9243,41.47170354232789,rebalance
2015-04-01,VOO,SELL,0.0003,189.13216416931152,rebalance
2015-04-01,QQQ,SELL,56.2304,105.57887847442626,rebalance
2015-05-01,QQQ,SELL,49.2603,108.02839305114748,rebalance
2015-05-01,XLK,SELL,46.3082,42.83143215255737,rebalance
2015-05-01,XLP,BUY,147.2248,48.55970923690796,rebalance
2015-05-01,XLV,BUY,33.1848,72.21443694763184,rebalance
2015-06-01,XLK,SELL,88.8598,43.61127493209838,rebalance
2015-06-01,XLP,SELL,793.1659,48.88022138977051,rebalance
2015-06-01,QQQ,BUY,1.0055,110.66212738952638,rebalance
2015-06-01,VOO,BUY,175.7434,194.26884172668457,rebalance
2015-06-01,XLV,BUY,9.0552,75.38507674713134,rebalance
2015-07-01,XLK,BUY,175.619,41.77835445785523,rebalance
2015-07-01,QQQ,BUY,35.6133,108.15162325286866,rebalance
2015-07-01,XLF,BUY,1264.1709,20.117752222824095,rebalance
2015-07-01,XLP,SELL,1.6148,47.91041416931152,rebalance
2015-07-01,XLV,SELL,2.5664,75.14497166137696,rebalance
2015-07-01,VOO,SELL,174.0749,190.61186389770506,rebalance
2015-08-03,XLF,BUY,265.3703,20.48338014335632,rebalance
2015-08-03,XLV,SELL,51.3373,76.65466416931153,rebalance
2015-08-03,XLP,BUY,688.6396,50.31005923690796,rebalance
2015-08-03,VOO,SELL,1.668,192.96140000000003,rebalance
2015-08-03,QQQ,SELL,40.1562,111.94760722045899,rebalance
2015-08-03,XLK,SELL,733.3033,42.55148937301635,rebalance
2015-09-01,QQQ,SELL,8.7764,101.68965708465575,rebalance
2015-09-01,VOO,SELL,0.0005,177.07457861022948,rebalance
2015-09-01,XLF,SELL,68.6139,18.623406989288327,rebalance
2015-09-01,QQQ,BUY,0.2242,101.73034108428956,rebalance
2015-09-01,XLF,BUY,1.4957,18.630857842254642,rebalance
2015-09-01,XLP,BUY,76.0248,46.37927293167114,rebalance
2015-09-01,XLV,BUY,40.212,68.65372738952638,rebalance
2015-10-01,XLF,BUY,32.3353,18.40335530433655,rebalance
2015-10-01,QQQ,BUY,29.1412,101.96039044189453,rebalance
2015-10-01,XLP,SELL,21.3931,47.21055722045898,rebalance
2015-10-01,XLV,SELL,35.3822,66.3767213897705,rebalance
2015-11-02,XLF,SELL,1491.0431,19.60615107498169,rebalance
2015-11-02,XLP,SELL,65.8395,49.900017847442626,rebalance
2015-11-02,XLV,SELL,13.5098,71.73564999999999,rebalance
2015-11-02,IWM,BUY,189.8613,115.47308694763183,rebalance
2015-11-02,QQQ,BUY,15.0437,113.65272325286864,rebalance
2015-12-01,IWM,SELL,189.0517,119.58607861022949,rebalance
2015-12-01,XLF,SELL,3.7016,20.020365319442746,rebalance
2015-12-01,XLP,SELL,9.1023,49.51009645767212,rebalance
2015-12-01,QQQ,BUY,1.5013,114.50289935760497,rebalance
2015-12-01,XLK,BUY,733.9743,44.14882738952636,rebalance
2015-12-01,XLV,BUY,19.2715,71.49429935760497,rebalance
2016-01-04,XLK,SELL,72.1005,42.051589373016355,rebalance
2016-01-04,XLV,BUY,68.467,70.78415064239502,rebalance
2016-01-04,XLK,BUY,1.3196,42.068413373565676,rebalance
2016-01-04,QQQ,BUY,0.6257,109.47188694763184,rebalance
2016-01-04,XLF,SELL,0.0138,18.95640350227356,rebalance
2016-01-04,XLP,SELL,677.1925,49.82003583068848,rebalance
2016-01-04,QQQ,SELL,28.4249,109.42810694885253,rebalance
2016-01-04,IWM,BUY,279.6596,110.63212261047363,rebalance
2016-02-01,XLP,BUY,704.2435,50.66013152618409,rebalance
2016-02-01,IWM,SELL,282.7208,102.1195713897705,rebalance
2016-02-01,QQQ,SELL,26.9164,103.60927125396728,rebalance
2016-02-01,XLK,SELL,80.0192,41.06178569488526,rebalance
2016-02-01,QQQ,BUY,0.1298,103.65072325286866,rebalance
2016-02-01,XLK,BUY,0.3311,41.07821369476318,rebalance
2016-02-01,XLV,BUY,12.1235,66.03320064239503,rebalance
2016-03-01,XLP,BUY,22.4138,51.220241084289555,rebalance
2016-03-01,XLK,BUY,84.0662,41.32826369476318,rebalance
2016-03-01,VOO,BUY,162.2135,178.87576433715822,rebalance
2016-03-01,QQQ,BUY,4.8924,103.50069935760499,rebalance
2016-03-01,XLV,SELL,433.0939,66.58667847442626,rebalance
2016-04-01,XLU,BUY,525.3425,49.4298821685791,rebalance
2016-04-01,XLK,BUY,0.3766,44.05880923690796,rebalance
2016-04-01,QQQ,BUY,11.576,108.56170891571045,rebalance
2016-04-01,XLP,BUY,0.0999,52.85056815261841,rebalance
2016-04-01,XLP,SELL,24.0057,52.829432152557374,rebalance
2016-04-01,XLK,SELL,53.5472,44.04118923721313,rebalance
2016-04-01,VOO,SELL,163.2175,187.36251389770507,rebalance
2016-04-01,XLV,SELL,2.4295,67.4865,rebalance
2016-05-02,XLP,SELL,107.1541,52.43951076278687,rebalance
2016-05-02,XLU,SELL,57.035,48.440310762786865,rebalance
2016-05-02,QQQ,BUY,21.0207,106.0111958633423,rebalance
2016-05-02,XLK,BUY,108.7034,42.228445220947265,rebalance
2016-06-01,XLI,BUY,520.7053,55.641127068328856,rebalance
2016-06-01,XLU,BUY,95.6183,49.149827389526365,rebalance
2016-06-01,DIA,BUY,188.5467,177.01539172668458,rebalance
2016-06-01,QQQ,SELL,260.4748,109.97800000000001,rebalance
2016-06-01,XLK,SELL,725.5671,44.031192915344235,rebalance
2016-06-01,XLP,SELL,33.0269,52.689460762786865,rebalance
2016-07-01,DIA,SELL,188.7787,178.74424277954103,rebalance
2016-07-01,XLI,SELL,520.5194,56.018792779541016,rebalance
2016-07-01,QQQ,BUY,214.6292,107.51149586334228,rebalance
2016-07-01,XLK,BUY,568.6999,43.40868152618408,rebalance
2016-07-01,XLP,BUY,129.8433,55.26105,rebalance
2016-07-01,XLU,BUY,183.087,52.770550321197504,rebalance
2016-08-01,XLK,BUY,161.8627,46.45929076309204,rebalance
2016-08-01,XLU,BUY,0.749,52.000399678802495,rebalance
2016-08-01,XLI,BUY,495.279,57.94158630523681,rebalance
2016-08-01,XLP,BUY,0.0373,54.670931847381596,rebalance
2016-08-01,XLP,SELL,51.0858,54.64906784744262,rebalance
2016-08-01,XLU,SELL,299.662,51.9796036781311,rebalance
2016-08-01,QQQ,SELL,214.4803,115.28693555908202,rebalance
2016-09-01,QQQ,SELL,0.1488,116.4567073562622,rebalance
2016-09-01,XLU,SELL,120.1102,49.09017847442627,rebalance
2016-09-01,XLB,BUY,478.3432,48.71974108428955,rebalance
2016-09-01,XLI,BUY,121.4887,58.701736626434325,rebalance
2016-09-01,XLK,BUY,81.8912,46.98939554214478,rebalance
2016-09-01,XLU,BUY,0.3178,49.10981847381592,rebalance
2016-10-03,XLK,BUY,0.3353,47.65953152618408,rebalance
2016-10-03,XLI,BUY,0.2274,58.211640763092035,rebalance
2016-10-03,XLB,BUY,176.2472,47.789554779052736,rebalance
2016-10-03,XLP,BUY,0.0692,53.13062293167114,rebalance
2016-10-03,XLK,SELL,122.9646,47.64047152557373,rebalance
2016-10-03,XLI,SELL,73.5891,58.18836076278687,rebalance
2016-10-03,QQQ,SELL,0.0001,118.54628569488526,rebalance
2016-10-03,XLP,SELL,40.8881,53.10937493209839,rebalance
2016-11-01,XLE,BUY,329.8896,69.14382325286866,rebalance
2016-11-01,QQQ,BUY,273.9617,117.21344044189453,rebalance
2016-11-01,XLI,BUY,67.8333,57.271450321197506,rebalance
2016-11-01,XLP,SELL,600.5464,52.78943923721313,rebalance
2016-11-01,XLB,SELL,138.7833,46.84062847442627,rebalance
2016-11-01,XLU,SELL,329.2398,49.28014291534424,rebalance
2016-12-01,QQQ,SELL,274.0549,117.43650708465577,rebalance
2016-12-01,XLE,SELL,323.8844,75.79483555908203,rebalance
2016-12-01,XLI,SELL,62.3696,62.517492779541016,rebalance
2016-12-01,XLK,SELL,12.2378,47.43051062698365,rebalance
2016-12-01,XLB,BUY,271.5786,50.120022610473626,rebalance
2016-12-01,XLK,BUY,0.0153,47.44948662643432,rebalance
2016-12-01,XLP,BUY,636.0037,50.40007738952637,rebalance
2017-01-03,XLE,BUY,433.8639,76.12522261047363,rebalance
2017-01-03,XLF,BUY,1170.4688,23.614722610473635,rebalance
2017-01-03,XLP,SELL,635.512,51.73965,rebalance
2017-01-03,XLB,SELL,66.7036,49.82003583068848,rebalance
2017-01-03,XLK,SELL,673.286,48.66026416931152,rebalance
2017-01-03,IWM,BUY,190.8568,136.5173034942627,rebalance
2017-02-01,XLB,SELL,104.0778,51.929610626983646,rebalance
2017-02-01,XLE,SELL,6.4894,73.27534291534423,rebalance
2017-02-01,XLF,SELL,6.4633,23.48530177116394,rebalance
2017-02-01,XLK,SELL,4.2767,50.529892915344234,rebalance
2017-02-01,XLP,SELL,0.494,52.32953215255738,rebalance
2017-02-01,IWM,BUY,20.9133,136.24724522094726,rebalance
2017-02-01,XLB,BUY,0.04,51.95038662643432,rebalance
2017-03-01,IWM,SELL,14.3172,139.62206389770506,rebalance
2017-03-01,XLE,SELL,84.1188,72.02559291534425,rebalance
2017-03-01,XLF,SELL,43.0099,25.004998228836058,rebalance
2017-03-01,XLK,SELL,0.039,52.65946416931152,rebalance
2017-03-01,XLB,BUY,181.3893,52.74054554214477,rebalance
2017-04-03,DIA,BUY,205.6026,206.56130827331543,rebalance
2017-04-03,XLI,SELL,65.8698,65.07697833862304,rebalance
2017-04-03,XLF,SELL,191.8355,23.76524645767212,rebalance
2017-04-03,XLB,SELL,797.7291,52.419514305114745,rebalance
2017-04-03,IWM,SELL,33.7893,137.94240722045896,rebalance
2017-04-03,XLE,SELL,348.7121,69.99600013580323,rebalance
2017-05-01,DIA,SELL,205.2002,209.44810749206545,rebalance
2017-05-01,XLB,SELL,0.303,53.30933569488525,rebalance
2017-05-01,XLE,SELL,0.5489,67.80643569488527,rebalance
2017-05-01,XLF,SELL,33.8452,23.64526961860657,rebalance
2017-05-01,IWM,BUY,11.1584,139.66792738952637,rebalance
2017-05-01,QQQ,BUY,308.3942,136.46729044189453,rebalance
2017-05-01,XLI,BUY,6.4,66.49329935760497,rebalance
2017-06-01,XLI,BUY,71.8235,67.71353694763184,rebalance
2017-06-01,XLB,SELL,0.0015,53.03938923721313,rebalance
2017-06-01,XLF,BUY,280.8598,23.384675160598754,rebalance
2017-06-01,IWM,BUY,53.7708,136.74734522094724,rebalance
2017-06-01,DIA,SELL,0.4018,210.22795027160646,rebalance
2017-06-01,QQQ,SELL,65.8582,141.55168583068848,rebalance
2017-07-03,DIA,SELL,0.0005,213.90720694885255,rebalance
2017-07-03,QQQ,SELL,59.2544,138.24235027160643,rebalance
2017-07-03,IWM,BUY,39.6816,141.36826433715822,rebalance
2017-07-03,XLF,BUY,186.0643,24.814961465835573,rebalance
2017-07-03,XLI,BUY,56.6541,68.43368216857911,rebalance
